original_index,original_text,text,augmentation_type,is_augmented,example_very_unclear,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
222,Yes they cancheck this circular Basically Executive officers of the government SLAS SLFS SLPS can use their official vechicle for private use,Yes they cancheck this circular Basically Executive officers of the government SLAS SLFS SLPS can use their official vechicle for private use,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,He is allowed to bro circular which allows him,He is allowed to bro circular which allows him,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,Buy a honda fit,Buy a honda fit,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,If youre just learning Id recommend going with a provider like Civo DigitalOcean or something that doesnt charge for the control plane,If youre just learning Id recommend going with a provider like Civo DigitalOcean or something that doesnt charge for the control plane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,I mean they cant really change much when they arent the majority thats why the bus mafia wins when they say theyre gonna strike the govermnet gets scared thinkng a whole system අඩාලweno shit,I mean they cant really change much when they arent the majority thats why the bus mafia wins when they say theyre gonna strike the govermnet gets scared thinkng a whole system අඩාලweno shit,original,FALSE,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,but Who remembers years ago when Dulith Herath සැමන් තට්ටයා tried to make noise about adding taxes on imported goods,but Who remembers years ago when Dulith Herath සැමන් තට්ටයා tried to make noise about adding taxes on imported goods,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Accuracy level is insane,Accuracy level is insane,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230,First of all much respect to you for opening up and sharing something so personal,First of all much respect to you for opening up and sharing something so personal,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Right now he is on instagram asking people if they are අතේ ගානවා,Right now he is on instagram asking people if they are අතේ ගානවා,original,FALSE,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Apparently major shifts taking place in the planets too,Apparently major shifts taking place in the planets too,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,Thanks for sharing thats helpful,Thanks for sharing thats helpful,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,Same guy wants 67 mil for the car that we already sold as flood damaged has really bad gearbox issues cause i was a teenager who shifts R to D in 2 seconds when i back out of the house and had a rust problem post flood repairs,Same guy wants 67 mil for the car that we already sold as flood damaged has really bad gearbox issues cause i was a teenager who shifts R to D in 2 seconds when i back out of the house and had a rust problem post flood repairs,original,FALSE,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,Just to be clear Im just sharing my two cents,Just to be clear Im just sharing my two cents,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,Danata munahari karala daamu this is basically our whole motto,Danata munahari karala daamu this is basically our whole motto,original,FALSE,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
238,Humans do need the farmlands wildlife sanctuaries are notorious for lack of food sources so how are we going to preserve the species more humanely genuinely asking,Humans do need the farmlands wildlife sanctuaries are notorious for lack of food sources so how are we going to preserve the species more humanely genuinely asking,original,FALSE,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,But not the ones people have acquired from the wildඅනවසර ඉඩම් pushing the boundaries of the elephant territories,But not the ones people have acquired from the wildඅනවසර ඉඩම් pushing the boundaries of the elephant territories,original,FALSE,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Seeing the Toyota add did we had these insane vehicle taxes in 90s and 80s too,Seeing the Toyota add did we had these insane vehicle taxes in 90s and 80s too,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,Some Malaysian cars share a lot of tech with Japanese vehicles to Id say go with a Malaysian or indian rebadge of a Japanese car,Some Malaysian cars share a lot of tech with Japanese vehicles to Id say go with a Malaysian or indian rebadge of a Japanese car,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,This is a bit outta your range but brand new honda city 10T cvt is much better than basic shtboxes just sell it after like 7 years because the wet belt system is gonna destroy the engine by that time doesnt matter how well you maintain that car wet belt is absolutely gonna ruin the engine by that time,This is a bit outta your range but brand new honda city 10T cvt is much better than basic shtboxes just sell it after like 7 years because the wet belt system is gonna destroy the engine by that time doesnt matter how well you maintain that car wet belt is absolutely gonna ruin the engine by that time,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,The last blackout was on February 9th 2025 during the රිලවා case,The last blackout was on February 9th 2025 during the රිලවා case,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Apparently you can enter your district division town and then Grama Niladhari area,Apparently you can enter your district division town and then Grama Niladhari area,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,You can check whether people in your lane are cheating,You can check whether people in your lane are cheating,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,BYD PV panels 100 eco friendly,BYD PV panels 100 eco friendly,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,Thanks for sharing,Thanks for sharing,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,Yeah dude these guys are always blaming for everything like all of em waited until all of this shit felt apart but some honest people try to correct this garbage it should be so quickelection manifesto and those talking might be a bit over the reality but we should at least be happy what we got rnWe are seeing and feeling that they are working on itso why cant these cunts have some positivity towards themThis toxicity and this negativity is the main reason for this countries downfallඑකාට එකෙක් NA,Yeah dude these guys are always blaming for everything like all of em waited until all of this shit felt apart but some honest people try to correct this garbage it should be so quickelection manifesto and those talking might be a bit over the reality but we should at least be happy what we got rnWe are seeing and feeling that they are working on itso why cant these cunts have some positivity towards themThis toxicity and this negativity is the main reason for this countries downfallඑකාට එකෙක් NA,original,FALSE,,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
249,Im just sharing this to get your thoughts,Im just sharing this to get your thoughts,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,Im simply sharing the news,Im simply sharing the news,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,There is no new honda hornet it only manufactured from 1996 to 2007,There is no new honda hornet it only manufactured from 1996 to 2007,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
252,Yeah of course better build quality in Japanese,Yeah of course better build quality in Japanese,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Cruisers Honda cm or Suzuki gn,Cruisers Honda cm or Suzuki gn,original,FALSE,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,R15 or mt15 yamaha you r gonna have to buy slightly older one like a 2017 considering budget and i still think those 2 are overpriced Or just bajaj Niwan Suwa NS or yamaha fz And buy something that has good spares though older honda cm are great but spares are hard to find,R15 or mt15 yamaha you r gonna have to buy slightly older one like a 2017 considering budget and i still think those 2 are overpriced Or just bajaj Niwan Suwa NS or yamaha fz And buy something that has good spares though older honda cm are great but spares are hard to find,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Sri Lanka is very safe for solo female travelerswe were even ranked number one in the world by Lonely Planet,Sri Lanka is very safe for solo female travelerswe were even ranked number one in the world by Lonely Planet,original,FALSE,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,They focus on charity and helping people out rather than pushing religion on anyone,They focus on charity and helping people out rather than pushing religion on anyone,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,I literally just had a conversation with chat gpt sharing my past expense tracking and all,I literally just had a conversation with chat gpt sharing my past expense tracking and all,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,And since this is internship dont expect too much on salary but impress the right people during this internship and youll land a permanent job,And since this is internship dont expect too much on salary but impress the right people during this internship and youll land a permanent job,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,This and the charity produces the wigs,This and the charity produces the wigs,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,The production facility is in the same location as the charity and its a room with a few machines and operators,The production facility is in the same location as the charity and its a room with a few machines and operators,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,Buses Airplanes DP Aviation,Buses Airplanes DP Aviation,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,Rich take planes and the rest of us proles take the bustrain,Rich take planes and the rest of us proles take the bustrain,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
263,moving would be really hard personal and anecdotal experience,moving would be really hard personal and anecdotal experience,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,Can you take any legal action against them and ask for a compensation for the damage,Can you take any legal action against them and ask for a compensation for the damage,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,Rigid and inhumane policies HR and senior management,Rigid and inhumane policies HR and senior management,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,Mines the same age and the amount of times Ive had to switch up her wet food homemade is insane,Mines the same age and the amount of times Ive had to switch up her wet food homemade is insane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
268,If you dont mind sharing what exactly did you get done and how much was it,If you dont mind sharing what exactly did you get done and how much was it,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,siphonic are good for rarely cleaned and fleet type use,siphonic are good for rarely cleaned and fleet type use,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,They sell 10kg Soya Meat ගෝනි,They sell 10kg Soya Meat ගෝනි,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,But yeah back then he had some insanely expensive toys,But yeah back then he had some insanely expensive toys,original,FALSE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,The oldest guy knows each of the cleaners at the training facility by name and where theyre from too the 2nd is one of the most helpful people youd ever meet the most charismatic person Ive ever met lights up any room but also has his insta private to just 40 people,The oldest guy knows each of the cleaners at the training facility by name and where theyre from too the 2nd is one of the most helpful people youd ever meet the most charismatic person Ive ever met lights up any room but also has his insta private to just 40 people,original,FALSE,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Its basically homage to a Greek temple from the facade,Its basically homage to a Greek temple from the façade,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,Devendra Mulachari basically drew from European influence to design that,Devendra Mulachari basically drew from European influence to design that,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,Thank you for sharing your thoughts,Thank you for sharing your thoughts,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,Honda fit Vezel Toyota Vitz Aqua Axio hybrid Prius latest model,Honda fit Vezel Toyota Vitz Aqua Axio hybrid Prius latest model,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,Hondas hybrid system is better in engineering and batteries are far more reliable than Toyota models,Hondas hybrid system is better in engineering and batteries are far more reliable than Toyota models,original,FALSE,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,There are people who go in to insane lengths without doing anything directly illegal to hit one people,There are people who go in to insane lengths without doing anything directly illegal to hit one people,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,මේව කියනකොට මාව මරං කන්න හදනවා,මේව කියනකොට මාව මරං කන්න හදනවා,original,FALSE,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,How every single government fucks up royally how every මැක්කා in the political scene is unqualified and corrupt to hell how theres no real prospects for the country,How every single government fucks up royally how every මැක්කා in the political scene is unqualified and corrupt to hell how theres no real prospects for the country,original,FALSE,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,I got one thing to say අපි තමයි හොඳටම කරල තියෙන්නෙ,I got one thing to say අපි තමයි හොඳටම කරල තියෙන්නෙ,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,ලිදේ ඉන්න මැඩියා වගේ,ලිදේ ඉන්න මැඩියා වගේ,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,I swear some of them act like theyre doing charity work and people should be grateful to even be treated like shit,I swear some of them act like theyre doing charity work and people should be grateful to even be treated like shit,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,එච්චරයි මදි උනේ gifgiphyrxuBaRWz4sdUY,එච්චරයි මදි උනේ gifgiphyrxuBaRWz4sdUY,original,FALSE,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Imho Nude beaches should be a thing here now give the Buddha Sasane the middle finger seeing how plenty of people streak and go nude hiking in secret,Imho Nude beaches should be a thing here now give the Buddha Sasane the middle finger seeing how plenty of people streak and go nude hiking in secret,original,FALSE,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,අපේ උන්ට පිස්සු,අපේ උන්ට පිස්සු,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,To turn a blind eye to the damage our religious leaders caused this country,To turn a blind eye to the damage our religious leaders caused this country,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Saheeh Muslim and Bukhari books are usually the most authentic they include examples from the life of the prophet on how to practice the faith,Saheeh Muslim and Bukhari books are usually the most authentic they include examples from the life of the prophet on how to practice the faith,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,The Quran says to give Charity The Sunnah teaches to what categories of people what items thresholds and rates,The Quran says to give Charity The Sunnah teaches to what categories of people what items thresholds and rates,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,Inheritance rules Marriage rules Pilgrimage rules and many many others that are mentioned in the Quran are explained and practiced upon by the prophet to show Muslims how to practice the faith,Inheritance rules Marriage rules Pilgrimage rules and many many others that are mentioned in the Quran are explained and practiced upon by the prophet to show Muslims how to practice the faith,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,Books of Saheeh Bukhari Saheeh Muslim Sunan Abu dawud Thirmidhi and few others are seen as Authentic books which have true practices while there are few which are not reliable and cant be traced to the prophet and not used,Books of Saheeh Bukhari Saheeh Muslim Sunan Abu dawud Thirmidhi and few others are seen as Authentic books which have true practices while there are few which are not reliable and cant be traced to the prophet and not used,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,There were videos going around him shaking hands with smiling Oligarchs in the Oval Office the day after 90 tarrifs announcement and him congratulating on their insane gains,There were videos going around him shaking hands with smiling Oligarchs in the Oval Office the day after 90 tarrifs announcement and him congratulating on their insane gains,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,Japanese inspired and healthy,Japanese inspired and healthy,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,If Politiccas see this will definitely tell ජපානෙත් පළතුරු ගනං ලංකාවේ පළතුරු ගනන් වැඩි කරේ ලාංකිකයන්ට ජපානේ ජීවත්වෙන අත්දැකීම දෙන්න,If Politiccas see this will definitely tell ජපානෙත් පළතුරු ගනං ලංකාවේ පළතුරු ගනන් වැඩි කරේ ලාංකිකයන්ට ජපානේ ජීවත්වෙන අත්දැකීම දෙන්න,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,I saw Helakuru and Paymaster both registering drivers simultaneously,I saw Helakuru and Paymaster both registering drivers simultaneously,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
297,That said I wouldnt choose to move to those countries permanently,That said I wouldnt choose to move to those countries permanently,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,Most mena countries dont operate under sharia,Most mena countries dont operate under sharia,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,Its actually insane people think this,Its actually insane people think this,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,Regardless of whether a random Muslim on the internet says is sharia most MENA countries practice it and deny people basic human rights,Regardless of whether a random Muslim on the internet says is sharia most MENA countries practice it and deny people basic human rights,original,FALSE,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,Regardless some laws being missing or islamic doesnt mean the whole country runs on sharia,Regardless some laws being missing or islamic doesnt mean the whole country runs on sharia,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,The value for money you get in South East Asia is insane if you were to compare it to anywhere else you are going to end up disappointed,The value for money you get in South East Asia is insane if you were to compare it to anywhere else you are going to end up disappointed,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,We pride ourselves on being game karoayo ගේම් කාරයෝ,We pride ourselves on being game karoayo ගේම් කාරයෝ,original,FALSE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
304,Just like in the Sinhala teledrama Koombiyo කූඹියෝ,Just like in the Sinhala teledrama Koombiyo කූඹියෝ,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Image is everything Sprite ca,Image is everything Sprite ca,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,Think of it as theyre not very sane,Think of it as theyre not very sane,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,Evaporated milk masala chai පැණි ආප්ප 4,Evaporated milk masala chai පැණි ආප්ප 4,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,ආප්ප සීණි සම්බල් specially ජිනදාස තලගුලි ones 5,ආප්ප සීණි සම්බල් specially ජිනදාස තලගුලි ones 5,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,Ah malli please reread the post,Ah malli please reread the post,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,You can try searching Buddhist pilgrimage cities in India and see,You can try searching Buddhist pilgrimage cities in India and see,original,FALSE,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,As far as I know the exact location of kapilavastu pura is not identified since it was traditionally not a pilgrimage site,As far as I know the exact location of kapilavastu pura is not identified since it was traditionally not a pilgrimage site,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,Eventually they gave up and didnt leak the images,Eventually they gave up and didnt leak the images,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,Hey man yh I can relate cus even I got paid 5k from the sane stx,Hey man yh I can relate cus even I got paid 5k from the sane stx,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,I only received the unit after 15 months and worse part was it arrived damaged,I only received the unit after 15 months and worse part was it arrived damaged,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
315,Guaranteed Limited led by Lalith Gamage,Guaranteed Limited led by Lalith Gamage,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,But its clear there were many favors given to Lalith Gamage who was the soninlaw of the Trade Minister at that time,But its clear there were many favors given to Lalith Gamage who was the soninlaw of the Trade Minister at that time,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,If youre going new something like the Toyota Yaris Cross Hybrid Suzuki Fronx or Honda Fit eHEV reconditioned are great options for city and longdistance,If youre going new something like the Toyota Yaris Cross Hybrid Suzuki Fronx or Honda Fit eHEV reconditioned are great options for city and longdistance,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,They only provide loan for 60 or smth of your total income its a rule So considering that these are the vehicles Ive looked into Please note that these are my preferences Yaris 2024 95 mil 10 mil Vitz 2018 75 9 mil could find below 50k milage Suzuki swift same range as Vitz 2018 Used 20122018 range Aqua below 10 mil but most of them are milage above 100K Axio 20182019 135 or above most are milage above 100k but could find one below Honda Civic 2018 125 145 mil could find something below 100K milage CHR 2018 upwards 13 17 mil Mitusbishi outlander 2015 New face 165 mil upwards Honda City 135 mil 15 mil SV RS 0 milage brand new Toyota Rayze 125 mil to 145 mil 0 milage Above are what Ive found in the recent days by comparing on Riyasewana Ikman FB marketplace,They only provide loan for 60 or smth of your total income its a rule So considering that these are the vehicles Ive looked into Please note that these are my preferences Yaris 2024 95 mil 10 mil Vitz 2018 75 9 mil could find below 50k milage Suzuki swift same range as Vitz 2018 Used 20122018 range Aqua below 10 mil but most of them are milage above 100K Axio 20182019 135 or above most are milage above 100k but could find one below Honda Civic 2018 125 145 mil could find something below 100K milage CHR 2018 upwards 13 17 mil Mitusbishi outlander 2015 New face 165 mil upwards Honda City 135 mil 15 mil SV RS 0 milage brand new Toyota Rayze 125 mil to 145 mil 0 milage Above are what Ive found in the recent days by comparing on Riyasewana Ikman FB marketplace,original,FALSE,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,nb Avoid Honda Civic FK6 1000cc model speciallywhich is what I have also new Honda city RSit uses the upgraded FK6 engine p10a3,nb Avoid Honda Civic FK6 1000cc model speciallywhich is what I have also new Honda city RSit uses the upgraded FK6 engine p10a3,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,I am also in tech working over a decade now and planning on migrating my advise is think short term and act long term because nothing is permanent,I am also in tech working over a decade now and planning on migrating my advise is think short term and act long term because nothing is permanent,original,FALSE,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
321,Im on the fast lane a bit on the career ladder tho due to my commitment to my role,Im on the fast lane a bit on the career ladder tho due to my commitment to my role,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
322,Considering your wellstructured monthly budget and savings cushion I would advise targeting a Toyota Axio 20152018 or a Honda Grace Hybrid,Considering your wellstructured monthly budget and savings cushion I would advise targeting a Toyota Axio 20152018 or a Honda Grace Hybrid,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,Maybe its because I write exactly like that in the හෑලි format whenever I write an answer to something I know a bit of,Maybe its because I write exactly like that in the හෑලි format whenever I write an answer to something I know a bit of,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,deshiya goviya hondai person I have SLT 4G in delkada Nugegoda cant even watch a damn YT video,deshiya goviya hondai person I have SLT 4G in delkada Nugegoda cant even watch a damn YT video,original,FALSE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
325,This phrase combined with one of the ජන කතාවක්,This phrase combined with one of the ජන කතාවක්,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
